City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
253,Ilulissat,GL,2021-09-18 20:00:03,69.2167,-51.1,23.95,65,0,0.94
254,Lewistown,US,2021-09-18 20:01:40,40.5992,-77.5714,87.13,57,1,0.0
255,Bambous Virieux,MU,2021-09-18 20:01:40,-20.3428,57.7575,68.22,77,87,5.48
256,Marfino,RU,2021-09-18 20:01:41,55.7028,37.3822,44.85,70,0,11.18
257,Pontianak,ID,2021-09-18 20:01:41,-0.0333,109.3333,75.18,100,90,4.61
258,Faanui,PF,2021-09-18 19:59:49,-16.4833,-151.75,78.24,74,43,21.61
259,Inverell,AU,2021-09-18 20:01:41,-29.7833,151.1167,45.1,95,0,5.7
260,Ismailia,EG,2021-09-18 20:01:42,30.6043,32.2723,74.7,69,0,8.01
261,Umm Lajj,SA,2021-09-18 20:01:42,25.0213,37.2685,82.44,62,0,4.56
262,Youkounkoun,GN,2021-09-18 20:01:42,12.5333,-13.1333,77.23,92,100,3.38
263,Cabedelo,BR,2021-09-18 20:01:43,-6.9811,-34.8339,77.88,73,48,16.69
264,Kismayo,SO,2021-09-18 20:01:43,-0.3582,42.5454,76.71,86,16,14.27
265,Dezful,IR,2021-09-18 20:01:43,32.3811,48.4058,90.25,18,0,2.93
266,Sungairaya,ID,2021-09-18 20:01:44,0.7,108.9,76.71,90,100,3.27
267,Nishihara,JP,2021-09-18 20:01:44,26.1842,127.7558,78.85,83,40,8.05
268,Lorengau,PG,2021-09-18 20:01:44,-2.0226,147.2712,80.35,82,97,8.34
269,Kayerkan,RU,2021-09-18 20:01:45,69.3497,87.7602,40.87,88,100,7.34
270,Dukat,RU,2021-09-18 20:01:45,62.55,155.55,36.03,97,99,5.3
271,Port Lincoln,AU,2021-09-18 20:01:45,-34.7333,135.8667,54.1,75,14,18.39
272,Rundu,NA,2021-09-18 20:01:46,-17.9333,19.7667,76.3,18,25,6.98
273,Karratha,AU,2021-09-18 20:01:46,-20.7377,116.8463,70.84,40,0,8.46
274,Puerto Narino,CO,2021-09-18 20:01:46,-3.7703,-70.3831,78.73,78,96,1.45
275,Guerrero Negro,MX,2021-09-18 20:01:46,27.9769,-114.0611,76.5,61,2,18.95
276,Caluquembe,AO,2021-09-18 20:01:47,-13.7833,14.6833,66.09,62,68,7.45
277,Tarauaca,BR,2021-09-18 20:01:47,-8.1614,-70.7656,94.39,38,95,2.46
278,Ende,ID,2021-09-18 20:01:47,-8.8432,121.6623,76.57,85,100,3.44
279,Severo-Kurilsk,RU,2021-09-18 19:59:47,50.6789,156.125,50.59,89,100,10.96
280,Grindavik,IS,2021-09-18 20:01:48,63.8424,-22.4338,46.87,93,90,12.66
281,Kalmunai,LK,2021-09-18 20:01:48,7.4167,81.8167,79.92,84,91,5.14
282,Kyra,RU,2021-09-18 20:01:48,49.5776,111.9753,41.85,96,17,1.57
283,Sabya,SA,2021-09-18 20:01:49,17.1495,42.6254,88.57,63,52,3.62
284,Ust-Nera,RU,2021-09-18 20:01:49,64.5667,143.2,40.96,86,95,8.28
285,Jertih,MY,2021-09-18 20:01:49,5.7336,102.4897,74.44,94,92,3.76
286,Sibolga,ID,2021-09-18 20:01:50,1.7427,98.7792,74.84,87,93,2.53
287,Amga,RU,2021-09-18 20:01:50,60.8953,131.9608,34.72,98,100,10.54
288,Valle De Allende,MX,2021-09-18 20:01:50,26.9333,-105.4,84.74,21,2,16.69
289,Sao Felix Do Xingu,BR,2021-09-18 20:00:41,-6.6447,-51.995,100.6,18,80,2.3
290,Bocaiuva,BR,2021-09-18 20:01:51,-17.1078,-43.815,88.39,11,5,9.35
291,Seoul,KR,2021-09-18 19:58:12,37.5683,126.9778,71.04,89,0,1.14
292,Tricase,IT,2021-09-18 20:01:51,39.9304,18.3553,76.73,81,29,8.59
293,Pacasmayo,PE,2021-09-18 20:01:51,-7.4006,-79.5714,66.83,74,60,13.33
