City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Nemuro,JP,43.3236,145.575,56.43,76,96,19.66,overcast clouds
347,Staines,GB,51.4309,-0.5061,58.37,93,75,6.91,broken clouds
348,Bermejillo,MX,25.8833,-103.6167,76.14,43,17,4.45,few clouds
349,Caraballeda,VE,10.6112,-66.8522,78.87,83,40,4.61,scattered clouds
350,Primorsk,UA,46.7348,36.3443,47.08,78,8,6.38,clear sky
351,Kimberley,ZA,-28.7323,24.7623,59.61,39,29,12.8,scattered clouds
352,Karratha,AU,-20.7377,116.8463,86.77,26,1,6.15,clear sky
353,Hualmay,PE,-11.0964,-77.6139,61.74,85,45,7.36,scattered clouds
354,Disna,BY,55.568,28.1971,46.53,96,100,18.23,moderate rain
355,Yerbogachen,RU,61.2767,108.0108,39.51,93,100,1.59,light rain
356,Dubrovnik,HR,42.6481,18.0922,62.24,44,0,5.75,clear sky
357,Kolyvan,RU,55.3053,82.7391,36.05,75,100,7.34,overcast clouds
358,Puro,PH,12.4841,123.3827,85.15,71,94,5.88,overcast clouds
359,Fenoarivo,MG,-18.933,47.4354,53.67,82,75,6.91,broken clouds
360,Longyan,CN,25.1072,117.0225,89.1,57,18,1.9,few clouds
361,Ilmajoki,FI,62.7333,22.5667,45.21,65,75,8.05,broken clouds
362,Husavik,IS,66.0449,-17.3389,36.59,94,100,11.97,overcast clouds
363,Ilesha,NG,7.1371,5.2583,71.37,99,93,1.61,overcast clouds
364,El Porvenir,HN,13.7617,-87.3458,76.33,91,100,3.85,overcast clouds
365,Rebrikha,RU,53.0733,82.3408,37.99,78,88,8.88,overcast clouds
366,Langsa,ID,4.4683,97.9683,88.03,63,66,0.16,broken clouds
367,Okato,NZ,-39.2,173.8833,60.42,75,6,15.12,clear sky
368,Southend-On-Sea,GB,51.5378,0.7143,58.87,96,0,8.05,clear sky
369,Verkhnyaya Inta,RU,65.9811,60.3094,37.2,86,100,4.36,overcast clouds
370,Provideniya,RU,64.3833,-173.3,32.11,86,90,8.95,rain and snow
371,Umm Kaddadah,SD,13.6017,26.6876,84.94,19,94,7.81,overcast clouds
372,Port Macquarie,AU,-31.4333,152.9167,75.16,43,0,8.57,clear sky
373,Laguna,US,38.421,-121.4238,87.64,33,1,0.0,clear sky
374,Walvis Bay,NA,-22.9575,14.5053,55.09,77,1,10.42,clear sky
375,Chaykovskiy,RU,56.7686,54.1148,48.81,62,100,8.59,light rain
376,Makaryev,RU,57.8797,43.8069,47.01,96,100,9.46,overcast clouds
377,Ginda,IN,30.6945,78.4932,66.74,72,88,2.1,overcast clouds
378,Odweyne,SO,9.4092,45.064,72.39,60,1,10.96,clear sky
379,Fairbanks,US,64.8378,-147.7164,39.16,62,90,17.27,overcast clouds
380,Nalut,LY,30.3333,10.85,75.56,61,42,13.96,scattered clouds
381,Itaituba,BR,-4.2761,-55.9836,76.59,77,97,2.1,overcast clouds
382,Hambantota,LK,6.1241,81.1185,84.6,69,99,17.29,overcast clouds
383,Fort Wellington,GY,6.4,-57.6,80.83,82,23,9.69,few clouds
384,Okhotsk,RU,59.3833,143.3,57.25,49,7,4.09,clear sky
385,Leshukonskoye,RU,64.8989,45.7622,42.1,88,71,6.46,broken clouds
386,Vuktyl,RU,63.8567,57.3094,37.31,92,100,3.69,overcast clouds
387,Leirvik,NO,59.7798,5.5005,50.63,71,74,6.98,light rain
388,Beloha,MG,-25.1667,45.05,64.47,96,15,6.93,few clouds
389,Richards Bay,ZA,-28.783,32.0377,63.68,80,21,16.06,few clouds
390,Grahamstown,ZA,-33.3042,26.5328,52.02,84,100,6.33,overcast clouds
391,Dourbali,TD,11.8091,15.8632,75.94,78,99,6.15,overcast clouds
392,Alyangula,AU,-13.8483,136.4192,80.69,58,22,11.39,few clouds
393,Meteti,PA,8.4983,-77.9786,73.71,99,100,1.9,overcast clouds
394,Sakhon Nakhon,TH,17.1612,104.1472,80.33,81,100,9.98,heavy intensity rain
395,Kashan,IR,33.9831,51.4364,78.73,12,0,1.92,clear sky
396,Ukiah,US,39.1502,-123.2078,80.49,26,1,0.0,clear sky
397,Skoghall,SE,59.3232,13.4655,46.96,71,80,13.8,broken clouds
398,Leesburg,US,39.1157,-77.5636,61.99,92,1,1.99,clear sky
399,Bambanglipuro,ID,-7.95,110.2833,83.39,69,78,6.04,broken clouds
400,Itarema,BR,-2.9248,-39.9167,78.53,84,82,14.43,broken clouds
401,Ambovombe,MG,-25.1667,46.0833,64.81,87,0,1.72,clear sky
402,Nioro,GM,13.35,-15.75,76.98,94,100,3.91,overcast clouds
403,Moa,CU,20.6569,-74.9403,79.16,87,28,6.11,scattered clouds
404,Gorontalo,ID,0.5412,123.0595,86.31,68,39,3.87,scattered clouds
405,Mwanza,TZ,-2.5167,32.9,73.96,63,64,4.34,light rain
406,Palmer,US,42.1584,-72.3287,74.62,78,40,5.01,scattered clouds
407,Kachiry,KZ,53.0675,76.1036,41.32,57,100,7.16,overcast clouds
408,Uppsala,SE,60.0,17.75,46.62,94,90,14.97,overcast clouds
409,Pacific Grove,US,36.6177,-121.9166,68.14,90,75,1.99,broken clouds
410,San Patricio,US,28.017,-97.5169,77.85,51,0,10.18,clear sky
411,Evensk,RU,61.95,159.2333,51.4,53,42,3.02,scattered clouds
412,Katsuura,JP,35.1333,140.3,80.71,64,59,13.02,broken clouds
413,Bodden Town,KY,19.2833,-81.25,84.2,85,20,1.01,few clouds
414,Paso De Los Toros,UY,-32.8167,-56.5167,51.71,95,0,5.82,clear sky
415,Meulaboh,ID,4.1363,96.1285,84.58,67,40,0.38,scattered clouds
416,Dracena,BR,-21.4843,-51.535,69.94,41,25,8.9,scattered clouds
417,Gizo,SB,-8.103,156.8419,82.45,70,84,3.8,light rain
418,Ulladulla,AU,-35.35,150.4667,79.88,36,0,13.56,clear sky
419,Jardim,BR,-21.4803,-56.1381,80.91,41,99,10.2,overcast clouds
420,Sobolevo,RU,54.4299,31.8996,41.54,96,100,18.37,moderate rain
421,Havelock,US,34.8791,-76.9013,71.6,89,90,8.05,overcast clouds
422,Lasa,IT,46.6166,10.7002,47.03,29,3,5.82,clear sky
423,Kirakira,SB,-10.4544,161.9205,83.61,73,59,9.06,broken clouds
424,Monduli,TZ,-3.3,36.45,57.25,84,65,5.28,broken clouds
425,Singaraja,ID,-8.112,115.0882,83.03,73,100,6.49,overcast clouds
426,Egvekinot,RU,66.3167,-179.1667,26.02,80,100,10.63,overcast clouds
427,Pervoye Maya,RU,56.164,44.7196,47.91,94,100,10.65,overcast clouds
428,Kochubey,RU,44.3861,46.5825,57.49,88,100,11.14,overcast clouds
429,Jaicos,BR,-7.3592,-41.1378,83.08,42,71,9.28,broken clouds
430,Chimore,BO,-16.9833,-65.1333,75.58,58,27,2.64,scattered clouds
431,Porto Novo,BJ,6.4965,2.6036,76.08,91,89,3.89,overcast clouds
432,Yeppoon,AU,-23.1333,150.7333,80.38,51,0,9.4,clear sky
433,Sambava,MG,-14.2667,50.1667,66.99,81,6,10.98,clear sky
434,Abu Dhabi,AE,24.4667,54.3667,84.31,74,0,1.14,clear sky
435,Pinega,RU,64.7001,43.3936,43.99,87,67,7.27,broken clouds
436,Tecoanapa,MX,16.5167,-98.75,81.19,84,77,6.24,broken clouds
437,Torquay,GB,50.4638,-3.5143,55.33,48,99,4.7,overcast clouds
438,Hima,UG,0.2958,30.1804,64.4,89,91,1.07,overcast clouds
439,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,34,0,17.27,clear sky
440,Port Hedland,AU,-20.3167,118.5667,91.45,7,1,9.22,clear sky
441,Nea Iraklitsa,GR,40.8644,24.3158,60.62,61,63,3.94,broken clouds
442,Broome,US,42.2506,-75.833,60.37,75,1,1.01,clear sky
443,Margate,GB,51.3813,1.3862,58.95,92,3,1.99,clear sky
444,Mollendo,PE,-17.0231,-72.0147,60.04,87,73,6.51,broken clouds
445,Kapuskasing,CA,49.4169,-82.4331,42.98,97,100,6.17,light rain
446,Camopi,GF,3.1655,-52.3158,70.45,96,100,3.24,overcast clouds
447,Ossora,RU,59.2353,163.0719,53.74,54,42,2.89,scattered clouds
448,Salihorsk,BY,52.7876,27.5415,51.13,94,100,19.8,overcast clouds
449,Koster,ZA,-25.863,26.8976,50.05,56,0,5.35,clear sky
450,Surt,LY,31.2089,16.5887,76.77,74,13,12.41,few clouds
451,Moron,AR,-34.6534,-58.6198,58.96,82,2,3.58,clear sky
452,Cockeysville,US,39.4812,-76.6439,63.79,77,42,4.79,scattered clouds
453,Jardim De Piranhas,BR,-6.3786,-37.3519,79.93,59,44,15.77,scattered clouds
454,Esmeralda,CU,21.8525,-78.1169,78.04,87,86,4.88,overcast clouds
455,Tual,ID,-5.6667,132.75,79.56,84,78,19.35,broken clouds
456,Prigorodka,RU,52.0447,39.7124,46.4,94,64,6.33,broken clouds
457,Sibay,RU,52.7181,58.6658,41.38,54,100,3.87,overcast clouds
458,Cheney,US,47.4874,-117.5758,61.12,54,1,3.44,clear sky
459,Nueva Granada,CO,9.8017,-74.393,74.89,95,100,4.92,overcast clouds
460,Dunedin,NZ,-45.8742,170.5036,60.8,59,25,5.75,scattered clouds
461,Sabae,JP,35.9465,136.185,77.25,62,83,8.41,broken clouds
462,Atar,MR,20.5169,-13.0499,87.57,24,6,7.61,clear sky
463,Sorland,NO,67.667,12.6934,44.67,68,79,18.16,broken clouds
464,Sitka,US,57.0531,-135.33,57.09,82,90,6.91,light rain
465,Mataram,ID,-8.5833,116.1167,88.61,78,100,3.94,overcast clouds
466,Bundaberg,AU,-24.85,152.35,79.21,43,0,7.0,clear sky
467,Tabou,CI,4.423,-7.3528,76.15,90,72,5.21,light rain
468,Aklavik,CA,68.2191,-135.0107,32.0,87,100,1.41,overcast clouds
469,Sargatskoye,RU,55.6101,73.4972,41.2,71,100,10.2,overcast clouds
470,Skjervoy,NO,70.0311,20.9714,44.94,86,100,16.08,light rain
471,Benguela,AO,-12.5763,13.4055,71.58,84,93,3.62,overcast clouds
472,Taltal,CL,-25.4,-70.4833,59.74,73,14,2.26,few clouds
473,Mocuba,MZ,-16.8392,36.9856,65.26,91,41,2.42,scattered clouds
474,Invermere,CA,50.5167,-116.0354,53.92,63,14,3.24,few clouds
475,Ixtapa,MX,20.7,-105.2,74.23,95,37,2.06,scattered clouds
476,Palimbang,PH,6.2106,124.1894,84.24,76,100,4.92,overcast clouds
477,Kitimat,CA,54.0524,-128.6534,48.9,36,100,1.01,light rain
478,Ovsyanka,RU,55.9575,92.5519,36.57,84,96,2.71,overcast clouds
479,Kavaratti,IN,10.5669,72.642,81.81,77,88,13.78,overcast clouds
480,Porto De Moz,BR,-1.7483,-52.2383,79.63,70,53,5.01,broken clouds
481,Peleduy,RU,59.6289,112.7406,48.96,59,18,2.8,few clouds
482,Hasaki,JP,35.7333,140.8333,81.0,58,28,10.71,scattered clouds
483,Changping,CN,40.2186,116.2197,64.04,95,100,0.36,light rain
484,Campo Maior,BR,-4.8278,-42.1686,77.25,78,96,4.63,overcast clouds
485,Kargala,RU,56.6208,83.9607,38.95,81,100,7.9,overcast clouds
486,Innisfail,AU,-17.5333,146.0333,76.53,57,92,10.31,overcast clouds
487,Harper,LR,4.375,-7.7169,76.5,89,67,5.55,light rain
488,Llano De Piedra,PA,7.6667,-80.5667,74.89,92,90,3.36,overcast clouds
489,Caravelas,BR,-17.7125,-39.2481,71.02,60,73,8.68,broken clouds
490,Colquechaca,BO,-18.6667,-66.0167,29.79,83,90,1.25,overcast clouds
491,San Cristobal,VE,7.7669,-72.225,73.58,98,100,3.24,overcast clouds
492,Jaciara,BR,-15.9653,-54.9683,86.88,22,55,4.59,broken clouds
493,Felanitx,ES,39.4696,3.1483,76.95,81,100,20.15,overcast clouds
494,Glenwood Springs,US,39.5505,-107.3248,67.8,37,90,3.44,overcast clouds
495,San Joaquin,US,37.9333,-121.3011,85.35,39,1,6.91,clear sky
496,Chivay,PE,-15.6383,-71.6011,44.65,96,100,2.48,overcast clouds
497,Mpongwe,ZM,-13.5091,28.155,62.31,64,5,7.56,clear sky
498,Pirenopolis,BR,-15.8525,-48.9592,78.42,46,92,2.77,overcast clouds
499,Yanam,IN,16.7333,82.2167,81.0,65,97,0.58,light rain
500,Shambu,ET,9.5667,37.1,49.93,95,94,1.14,light rain
501,Kaz,RU,52.9113,87.3105,37.42,95,100,0.74,light rain
502,Kumluca,TR,36.3703,30.2869,64.9,46,0,10.49,clear sky
503,Lovosice,CZ,50.515,14.051,62.58,74,95,16.35,overcast clouds
504,Umm Lajj,SA,25.0213,37.2685,81.36,60,0,8.05,clear sky
505,Snyder,US,32.7179,-100.9176,70.14,30,1,8.05,clear sky
506,Kampot,KH,10.6167,104.1833,80.65,85,100,8.23,light rain
507,Aktash,RU,50.3,87.7333,28.24,57,100,3.91,overcast clouds
508,Caxito,AO,-8.5785,13.6643,73.94,81,100,5.59,overcast clouds
509,Belle Fourche,US,44.6714,-103.8522,67.08,36,78,5.28,broken clouds
510,Oranjemund,NA,-28.55,16.4333,54.61,93,13,7.52,few clouds
511,Kuytun,RU,54.3419,101.5036,43.25,78,100,7.63,overcast clouds
512,Kuala Lipis,MY,4.1842,102.0468,87.75,62,89,0.89,overcast clouds
513,Praia,CV,14.9215,-23.5087,77.54,83,20,10.36,few clouds
514,Opuwo,NA,-18.0607,13.84,71.11,19,3,6.22,clear sky
515,Skibbereen,IE,51.55,-9.2667,60.6,98,98,11.34,overcast clouds
516,Syasstroy,RU,60.1367,32.5691,45.99,77,95,16.8,overcast clouds
517,Namatanai,PG,-3.6667,152.4333,84.61,66,100,6.55,overcast clouds
518,Sidrolandia,BR,-20.9319,-54.9614,77.79,34,86,8.16,overcast clouds
519,Eydhafushi,MV,5.1033,73.0708,82.65,76,92,13.89,overcast clouds
520,Mahibadhoo,MV,3.7833,72.9667,83.28,75,99,13.65,overcast clouds
521,Saint George,US,37.1041,-113.5841,84.94,18,1,1.01,clear sky
522,Murdochville,CA,48.9583,-65.5006,45.48,97,100,2.59,overcast clouds
523,Ondangwa,NA,-17.9167,15.95,69.8,21,7,5.75,clear sky
524,Zlobin,HR,45.2924,14.6541,49.15,87,0,3.44,clear sky
525,Pombas,CV,17.1503,-25.0201,76.78,77,83,8.81,broken clouds
526,Miri,MY,4.4148,114.0089,89.74,62,40,8.05,scattered clouds
527,Vanimo,PG,-2.6741,141.3028,79.92,82,100,4.97,heavy intensity rain
528,Howard Springs,AU,-12.497,131.047,88.99,56,47,6.29,scattered clouds
529,Paamiut,GL,61.994,-49.6678,32.13,64,0,18.1,clear sky
530,Tamluk,IN,22.3,87.9167,87.78,79,14,3.71,few clouds
531,Ngunguru,NZ,-35.6167,174.5,66.16,64,24,14.32,few clouds
532,Stromness,GB,58.965,-3.296,58.87,83,96,25.01,overcast clouds
533,Banda Aceh,ID,5.5577,95.3222,85.82,61,18,2.44,few clouds
534,Almaznyy,RU,48.0448,40.045,50.14,89,46,2.68,scattered clouds
535,Port Keats,AU,-14.25,129.55,89.98,19,20,8.9,few clouds
536,Lynn Haven,US,30.2455,-85.6483,68.99,76,1,3.44,clear sky
537,Beira,MZ,-19.8436,34.8389,67.32,80,26,1.25,scattered clouds
538,Prokhorovka,RU,51.0374,36.7325,40.57,93,90,7.14,overcast clouds
539,Djambala,CG,-2.5447,14.7533,68.68,84,100,1.97,overcast clouds
540,Saint-Francois,FR,46.4154,3.9054,49.48,100,90,1.14,fog
541,Kandalaksha,RU,67.162,32.4123,45.12,91,100,8.77,overcast clouds
542,Tucuman,AR,-26.8241,-65.2226,60.8,51,0,6.91,clear sky
543,Northam,GB,51.0333,-4.2167,59.67,96,87,4.92,overcast clouds
544,Zalantun,CN,48.0,122.7167,58.48,68,100,8.14,moderate rain
545,Iquique,CL,-20.2208,-70.1431,59.04,80,51,1.9,broken clouds
546,Te Anau,NZ,-45.4167,167.7167,42.78,96,75,6.67,broken clouds
547,Kharagpur,IN,22.3333,87.3333,83.64,79,33,4.25,scattered clouds
548,Lianzhou,CN,24.7811,112.3825,90.43,53,2,3.98,clear sky
549,Talas,TR,38.6908,35.5538,45.27,93,75,0.0,broken clouds
550,Ripky,UA,51.801,31.0838,47.1,96,100,17.78,light rain
551,Ponta Delgada,PT,37.7333,-25.6667,66.92,77,20,5.75,few clouds
552,Bilibino,RU,68.0546,166.4372,29.39,75,81,3.22,broken clouds
553,Nishihara,JP,26.1842,127.7558,87.08,58,40,18.41,scattered clouds
554,Nyurba,RU,63.2842,118.3319,45.07,60,100,4.63,overcast clouds
555,Esna,EG,25.2934,32.554,81.5,35,0,11.95,clear sky
556,Panuco,MX,22.05,-98.1667,81.03,79,36,2.42,scattered clouds
557,Bardiyah,LY,31.7561,25.0865,72.5,69,100,13.56,overcast clouds
558,Inhambupe,BR,-11.7844,-38.3531,69.26,92,86,10.98,overcast clouds
559,Ostrovnoy,RU,68.0531,39.5131,42.87,85,10,14.27,clear sky
560,Doha,QA,25.2867,51.5333,87.78,60,0,1.14,clear sky
561,Maldonado,UY,-34.6667,-54.9167,54.79,96,86,3.69,overcast clouds
562,Teguise,ES,29.0605,-13.564,66.42,78,0,8.05,clear sky
563,Bathsheba,BB,13.2167,-59.5167,83.01,78,20,9.22,few clouds
564,Salalah,OM,17.0151,54.0924,84.29,74,75,4.61,broken clouds
565,Port Blair,IN,11.6667,92.75,83.25,77,55,12.06,broken clouds
566,Morant Bay,JM,17.8815,-76.4093,82.02,82,62,1.03,broken clouds
567,Vanderhoof,CA,54.0166,-124.0198,45.84,95,100,3.8,overcast clouds
568,College,US,64.8569,-147.8028,39.15,62,90,17.27,overcast clouds
569,Pervomayskiy,RU,53.2485,40.2871,43.68,90,62,6.46,broken clouds
570,Topeka,US,39.0483,-95.678,66.88,58,1,9.22,clear sky
571,Ozernovskiy,RU,51.5,156.5167,49.28,84,100,11.25,light rain
572,Rio Gallegos,AR,-51.6226,-69.2181,48.25,57,40,16.11,scattered clouds
573,Finschhafen,PG,-6.6024,147.8681,81.23,77,59,7.63,light rain
574,Talcahuano,CL,-36.7167,-73.1167,53.28,82,0,9.22,clear sky
575,Mogadishu,SO,2.0371,45.3438,76.98,86,12,15.61,few clouds
576,Dwarka,IN,22.2394,68.9678,81.37,81,75,9.37,broken clouds
577,Batemans Bay,AU,-35.7167,150.1833,76.91,30,0,14.83,clear sky
578,Durazno,UY,-33.4131,-56.5006,50.43,94,0,6.73,clear sky
579,Rabat,MA,33.9911,-6.8401,68.16,96,75,0.0,broken clouds
580,Vestmanna,FO,62.1564,-7.1664,50.92,100,90,21.85,overcast clouds
581,Brae,GB,60.3964,-1.353,55.31,93,100,26.82,overcast clouds
582,Kahului,US,20.8947,-156.47,80.62,62,40,24.16,scattered clouds
583,Beaverlodge,CA,55.2166,-119.4361,47.55,45,100,4.97,overcast clouds
584,Avigliano,IT,40.7329,15.72,48.09,36,54,3.02,broken clouds
585,Khash,IR,28.2211,61.2158,76.01,20,0,1.1,clear sky
586,Nha Trang,VN,12.25,109.1833,86.0,66,87,1.86,overcast clouds
587,Lamu,KE,-2.2717,40.902,77.22,78,7,14.07,clear sky
588,Agboville,CI,5.928,-4.2132,72.39,99,88,2.08,overcast clouds
589,Torma,EE,58.8128,26.7383,42.55,95,100,15.23,moderate rain
590,Avallon,FR,47.4833,3.9,51.57,87,0,3.67,clear sky
591,Chadiza,ZM,-14.0678,32.4392,57.63,93,8,3.76,clear sky
592,General Pico,AR,-35.6566,-63.7568,52.79,76,0,8.55,clear sky
593,Necochea,AR,-38.5473,-58.7368,50.04,95,3,8.23,clear sky
594,Chapais,CA,49.7834,-74.8492,49.78,99,100,10.49,overcast clouds
595,Goderich,CA,43.7501,-81.7165,54.21,87,100,12.66,overcast clouds
596,Denpasar,ID,-8.65,115.2167,83.86,79,20,10.36,few clouds
597,Kingman,US,35.1894,-114.053,82.78,31,3,5.55,clear sky
598,Puerto Escondido,MX,15.85,-97.0667,83.23,61,20,4.61,few clouds
599,Kushiro,JP,42.975,144.3747,59.95,67,75,10.36,broken clouds
600,Vanavara,RU,60.34,102.2797,39.25,58,19,0.6,few clouds
601,Polis,CY,35.0367,32.4264,69.62,78,7,8.32,clear sky
602,Alekseyevsk,RU,57.8406,108.3492,48.78,56,100,4.94,overcast clouds
603,Gao,ML,16.6362,1.637,89.98,34,21,8.34,few clouds
604,Ewa Beach,US,21.3156,-158.0072,84.15,69,75,11.5,broken clouds
605,Praxedis Guerrero,MX,31.3667,-106.0167,80.19,55,100,20.09,overcast clouds
606,Saint Anthony,US,45.0205,-93.218,62.71,68,1,1.01,clear sky
607,Tahta,EG,26.7693,31.5021,78.39,44,0,7.81,clear sky
608,Jiexiu,CN,37.0244,111.9125,64.8,91,100,6.42,overcast clouds
609,Cervo,ES,43.6702,-7.4101,63.97,87,71,15.12,broken clouds
610,Whitecourt,CA,54.1502,-115.6855,45.64,53,75,0.0,broken clouds
611,Thinadhoo,MV,0.5333,72.9333,81.95,76,100,14.25,heavy intensity rain
612,Cozumel,MX,20.5083,-86.9458,80.67,89,75,2.3,broken clouds
613,Chibuto,MZ,-24.6867,33.5306,57.52,79,2,5.06,clear sky
614,Changli,CN,39.7042,119.1506,65.68,92,100,7.45,light rain
615,Bathurst,AU,-33.4166,149.5806,70.97,43,1,4.0,clear sky
616,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.72,99,100,1.34,moderate rain
617,Tautira,PF,-17.7333,-149.15,80.62,74,0,16.4,light rain
618,Ponazyrevo,RU,58.3578,46.3142,47.07,95,100,10.38,light rain
619,Mvomero,TZ,-6.25,38.6667,73.02,83,99,3.85,overcast clouds
620,Fernie,CA,49.5,-115.0687,58.17,71,7,3.91,clear sky
621,Corinto,GR,37.9407,22.9573,60.64,61,0,1.07,clear sky
622,Olimpia,BR,-20.7372,-48.9147,71.82,49,19,8.55,few clouds
623,Nantucket,US,41.2835,-70.0995,72.97,94,20,11.5,few clouds
624,Morgan City,US,29.6994,-91.2068,68.02,100,1,0.0,clear sky
625,Ulaanbaatar,MN,47.9077,106.8832,60.93,44,40,22.37,scattered clouds
626,Gobabis,NA,-22.45,18.9667,56.66,17,0,4.0,clear sky
627,Turayf,SA,31.6725,38.6637,62.85,88,0,9.22,clear sky
628,Pandan,PH,14.0453,124.1694,82.99,83,100,6.98,light rain
629,Mariental,NA,-24.6333,17.9667,63.63,14,33,8.16,scattered clouds
630,Yarmouth,US,41.7057,-70.2286,74.17,93,90,5.01,overcast clouds
631,Allonnes,FR,47.9674,0.1581,48.78,100,0,0.0,clear sky
632,Nelson Bay,AU,-32.7167,152.15,81.28,41,2,13.31,clear sky
633,Conceicao Do Araguaia,BR,-8.2578,-49.2647,88.0,31,95,2.77,overcast clouds
634,Smidovich,RU,48.6,133.8167,62.58,43,7,7.92,clear sky
635,Voh,NC,-20.9667,164.7,78.15,45,57,10.56,broken clouds
636,Itapipoca,BR,-3.4944,-39.5786,75.15,87,71,6.2,broken clouds
637,Encheng,CN,22.1839,112.3026,84.36,79,85,9.22,overcast clouds
638,Kanniyakumari,IN,8.0833,77.5667,82.26,73,99,16.67,overcast clouds
639,Taywarah,AF,33.35,64.4167,56.46,18,0,4.27,clear sky
640,Carballo,ES,43.213,-8.691,63.91,89,80,7.11,broken clouds
641,Dombarovskiy,RU,50.7587,59.5386,44.73,46,95,13.11,overcast clouds
642,Isangel,VU,-19.55,169.2667,78.91,61,75,13.8,broken clouds
643,Songea,TZ,-10.6833,35.65,60.71,77,61,1.45,broken clouds
644,Muroto,JP,33.2833,134.15,80.64,65,23,6.15,few clouds
645,Pafos,CY,34.7667,32.4167,69.58,60,0,6.91,clear sky
646,Maumere,ID,-8.6199,122.2111,83.73,64,100,1.77,overcast clouds
647,Roebourne,AU,-20.7833,117.1333,87.82,23,3,5.19,clear sky
648,Humaita,BR,-7.5061,-63.0208,76.19,85,35,3.67,scattered clouds
649,Cedral,MX,23.8,-100.7333,67.57,64,85,12.28,overcast clouds
650,Jumla,NP,29.2747,82.1838,60.8,90,98,1.9,overcast clouds
651,Porosozero,RU,62.7191,32.727,45.16,97,100,9.98,light rain
652,Nouadhibou,MR,20.931,-17.0347,69.78,88,0,12.66,clear sky
653,Tilichiki,RU,60.4667,166.1,47.43,50,100,14.67,overcast clouds
654,Sur,OM,22.5667,59.5289,85.55,65,9,5.55,clear sky
655,Bayan,CN,46.0833,127.4,62.01,56,14,8.48,few clouds
656,Hongjiang,CN,27.11,109.9956,89.73,55,1,4.79,clear sky
657,Nusaybin,TR,37.0778,41.2178,68.54,48,20,2.3,few clouds
658,Verkhniy Ufaley,RU,56.0567,60.2306,37.78,76,98,3.04,overcast clouds
659,Monte Patria,CL,-30.6919,-70.9467,67.15,29,0,1.07,clear sky
660,Russell,US,32.3502,-85.1999,62.2,89,1,0.0,clear sky
661,Palasa,IN,18.7667,84.4167,83.21,79,100,2.75,overcast clouds
662,Truckee,US,39.328,-120.1833,67.57,32,1,0.0,clear sky
663,Ust-Nera,RU,64.5667,143.2,48.49,44,100,3.38,overcast clouds
664,Magole,TZ,-6.3667,37.3667,65.79,93,16,1.36,few clouds
665,Daru,PG,-9.0763,143.2092,77.32,85,100,16.11,overcast clouds
666,Ust-Barguzin,RU,53.45,108.9833,49.33,53,100,8.34,overcast clouds
667,Port Lincoln,AU,-34.7333,135.8667,57.96,55,72,16.49,broken clouds
668,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,78,97,6.49,overcast clouds
669,Amahai,ID,-3.3333,128.9167,78.93,86,99,6.58,light rain
670,Omboue,GA,-1.5746,9.2618,76.12,85,100,5.14,overcast clouds
671,Rafraf,TN,37.1904,10.1837,77.31,87,48,17.92,scattered clouds
672,Smithers,CA,54.7804,-127.1743,45.66,92,98,3.71,light rain
673,Sibolga,ID,1.7427,98.7792,85.78,60,66,3.51,broken clouds
674,Zhuzhou,CN,27.8333,113.15,93.33,41,50,7.94,scattered clouds
675,Xuddur,SO,4.1213,43.8894,70.18,82,61,13.67,broken clouds
676,Qandala,SO,11.472,49.8728,88.23,56,50,2.62,scattered clouds
677,Rio Grande,BR,-32.035,-52.0986,53.94,90,32,4.16,scattered clouds
678,Kalayaan,PH,14.35,121.5667,86.79,68,98,8.57,overcast clouds
679,Kolpashevo,RU,58.3131,82.9089,34.52,98,100,7.49,overcast clouds
680,Anloga,GH,5.7947,0.8973,78.55,84,77,9.89,broken clouds
681,Conceicao Da Barra,BR,-18.5933,-39.7322,70.63,58,61,8.68,broken clouds
682,Najran,SA,17.4924,44.1277,68.65,21,73,5.66,broken clouds
683,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,54.88,96,60,5.86,broken clouds
684,Andra,RU,62.5147,65.8878,37.65,81,29,1.3,scattered clouds
685,Villazon,BO,-22.0866,-65.5942,42.85,76,23,7.29,few clouds
686,Sortavala,RU,61.7053,30.6918,47.71,90,99,14.79,overcast clouds
687,Machilipatnam,IN,16.1667,81.1333,84.4,79,99,3.02,overcast clouds
688,Tiznit,MA,29.5833,-9.5,63.19,82,2,0.87,clear sky
